"callee_name","callee_file","caller_name","caller_file","caller_start_line","caller_end_line"
"ucl_parser_new","src/ucl_parser.c","main","tests/test_speed.c",69,160
"ucl_parser_new","src/ucl_parser.c","ucl_parse_macro_arguments","src/ucl_parser.c",2331,2422
"ucl_parser_new","src/ucl_parser.c","ucl_schema_resolve_ref","src/ucl_schema.c",741,880
"ucl_state_machine","src/ucl_parser.c","ucl_parser_add_chunk_full","src/ucl_parser.c",2974,3095
"ucl_parse_macro_arguments","src/ucl_parser.c","ucl_state_machine","src/ucl_parser.c",2446,2795
"ucl_parse_macro_value","src/ucl_parser.c","ucl_state_machine","src/ucl_parser.c",2446,2795
"ucl_skip_macro_as_comment","src/ucl_parser.c","ucl_state_machine","src/ucl_parser.c",2446,2795
"ucl_parse_after_value","src/ucl_parser.c","ucl_state_machine","src/ucl_parser.c",2446,2795
"ucl_parse_value","src/ucl_parser.c","ucl_state_machine","src/ucl_parser.c",2446,2795
"ucl_parser_get_container","src/ucl_parser.c","ucl_parse_value","src/ucl_parser.c",1752,2021
"ucl_parse_multiline_string","src/ucl_parser.c","ucl_parse_value","src/ucl_parser.c",1752,2021
"ucl_parse_string_value","src/ucl_parser.c","ucl_parse_value","src/ucl_parser.c",1752,2021
"ucl_parse_key","src/ucl_parser.c","ucl_state_machine","src/ucl_parser.c",2446,2795
"ucl_parser_append_elt","src/ucl_parser.c","ucl_parser_process_object_element","src/ucl_parser.c",1242,1365
"ucl_lex_squoted_string","src/ucl_parser.c","ucl_parse_value","src/ucl_parser.c",1752,2021
"ucl_lex_json_string","src/ucl_parser.c","ucl_parse_macro_value","src/ucl_parser.c",2254,2322
"ucl_lex_json_string","src/ucl_parser.c","ucl_parse_value","src/ucl_parser.c",1752,2021
"ucl_lex_json_string","src/ucl_parser.c","ucl_parse_key","src/ucl_parser.c",1376,1585
"ucl_lex_number","src/ucl_parser.c","ucl_parse_value","src/ucl_parser.c",1752,2021
"ucl_parser_add_container","src/ucl_parser.c","ucl_state_machine","src/ucl_parser.c",2446,2795
"ucl_parser_add_container","src/ucl_parser.c","ucl_parse_value","src/ucl_parser.c",1752,2021
"ucl_copy_or_store_ptr","src/ucl_parser.c","ucl_parse_value","src/ucl_parser.c",1752,2021
"ucl_copy_or_store_ptr","src/ucl_parser.c","ucl_parse_key","src/ucl_parser.c",1376,1585
